# key	spec	seed	verdict	wall	cpu	clues	echo
s6876	12x2xdu	81821033-6876	timeout	10.032	10.003	-1	12x2xdu
s4681	6x2xmd2	81821033-4681	ok	0.003	0.003	50	6x2xmd2
s7269	14x2xm2di	81821033-7269	ok	8.580	8.542	388	14x2xm2di
s8254	23jxm8da	81821033-8254	timeout	10.004	9.998	-1	23jxm8da
s3485	4x5md2de	81821033-3485	ok	3.088	3.087	173	4x5md2de
s1847	3x2m2de	81821033-1847	ok	0.181	0.180	12	3x2m2de
s3766	5jm2da	81821033-3766	ok	0.173	0.173	4	5jm2da
s1223	2x10xm2de	81821033-1223	ok	6.074	6.025	176	2x10xm2de
s2753	3x9xr4de	81821033-2753	timeout	10.002	9.999	-1	3x9xr4de
s1883	3x2kde	81821033-1883	ok	0.923	0.922	0	3x2kde
s8509	26jxr4	81821033-8509	timeout	10.004	9.998	-1	26jxr4
s1792	3jkr4da	81821033-1792	ok	0.000	0.000	0	3jkr4da
s3382	4x4m2da	81821033-3382	ok	0.627	0.627	106	4x4m2da
s2885	4jade	81821033-2885	ok	0.002	0.002	4	4jade
s6087	9x2md4di	81821033-6087	ok	0.076	0.076	152	9x2md4di
s245	2x2xkade	81821033-245	ok	0.000	0.000	0	2x2xkade
s1853	3x2md2de	81821033-1853	ok	0.003	0.003	10	3x2md2de
s5255	7x2xm2de	81821033-5255	ok	1.118	1.117	68	7x2xm2de
s8717	28jxmd2de	81821033-8717	timeout	10.001	9.994	-1	28jxmd2de
s3718	4x7xm2da	81821033-3718	timeout	10.075	10.013	-1	4x7xm2da
s7584	16jxm8du	81821033-7584	timeout	10.001	9.999	-1	16jxm8du
s6630	11x2adu	81821033-6630	timeout	10.002	9.998	-1	11x2adu
s1016	2x8xdb	81821033-1016	ok	0.032	0.032	96	2x8xdb
s5215	7x2m4	81821033-5215	ok	0.003	0.002	92	7x2m4
s8960	31jm4db	81821033-8960	timeout	10.012	10.008	-1	31jm4db
s752	2x5xm4db	81821033-752	ok	0.001	0.001	32	2x5xm4db
s574	2x4km8da	81821033-574	ok	0.050	0.050	0	2x4km8da
s1381	2x12md4	81821033-1381	ok	0.446	0.445	314	2x12md4
s5645	8jxkmd2de	81821033-5645	timeout	10.056	9.974	-1	8jxkmd2de
s4855	6x4x	81821033-4855	ok	0.137	0.136	262	6x4x
s4036	5x3ada	81821033-4036	ok	0.950	0.950	79	5x3ada
s3748	5jada	81821033-3748	ok	0.337	0.337	5	5jada
s5038	7jm8da	81821033-5038	ok	0.544	0.539	16	7jm8da
s5171	7jxkm4de	81821033-5171	timeout	10.008	10.002	-1	7jxkm4de
s4770	6x3xr4du	81821033-4770	timeout	10.005	10.002	-1	6x3xr4du
s3358	4x3xm8da	81821033-3358	ok	0.217	0.216	52	4x3xm8da
s6142	9x2xm8da	81821033-6142	ok	0.890	0.890	148	9x2xm8da
s1418	2x12xmd2db	81821033-1418	ok	1.207	1.207	271	2x12xmd2db
s7434	15x2md4du	81821033-7434	timeout	10.009	10.005	-1	15x2md4du
s7575	16jxmd4di	81821033-7575	timeout	10.054	9.990	-1	16jxmd4di
s1388	2x12m8db	81821033-1388	ok	0.082	0.082	316	2x12m8db
s7116	14jdu	81821033-7116	timeout	10.008	10.001	-1	14jdu
s4763	6x3xde	81821033-4763	ok	4.181	4.179	120	6x3xde
s6007	9jxk	81821033-6007	ok	0.201	0.201	0	9jxk
s6175	9x3m4	81821033-6175	timeout	10.001	9.998	-1	9x3m4
s625	2x4xka	81821033-625	ok	0.001	0.001	0	2x4xka
s5348	7x3xm2db	81821033-5348	ok	0.190	0.190	180	7x3xm2db
s8014	21jm8da	81821033-8014	timeout	10.065	9.993	-1	21jm8da
s893	2x7md2de	81821033-893	ok	0.736	0.731	80	2x7md2de
s7019	13x2de	81821033-7019	timeout	10.008	10.002	-1	13x2de
s6133	9x2xmd4	81821033-6133	ok	0.009	0.009	150	9x2xmd4
s5960	9jxdb	81821033-5960	ok	0.201	0.201	17	9jxdb
s6246	10jadu	81821033-6246	ok	0.556	0.555	23	10jadu
s8120	22jxdb	81821033-8120	timeout	10.001	9.997	-1	22jxdb
s1113	2x9xdi	81821033-1113	ok	0.199	0.199	136	2x9xdi
s1537	2x14a	81821033-1537	ok	1.531	1.530	385	2x14a
s6114	9x2xr4du	81821033-6114	timeout	10.000	9.997	-1	9x2xr4du
s4614	6x2adu	81821033-4614	ok	0.584	0.584	51	6x2adu
s5705	8x2md4de	81821033-5705	ok	0.267	0.267	116	8x2md4de
s4428	6jdu	81821033-4428	ok	0.023	0.022	8	6jdu
s5457	7x4xm4di	81821033-5457	ok	9.018	8.940	384	7x4xm4di
s297	2x3di	81821033-297	ok	0.010	0.010	12	2x3di
s527	2x4m8de	81821033-527	ok	0.025	0.025	28	2x4m8de
s4174	5x4m8da	81821033-4174	ok	0.881	0.876	188	5x4m8da
s6238	9x3xm8da	81821033-6238	timeout	10.005	10.000	-1	9x3xm8da
s6992	13jxm4db	81821033-6992	timeout	10.004	10.001	-1	13jxm4db
s4316	5x5xm8db	81821033-4316	ok	0.171	0.171	296	5x5xm8db
s8313	24jxdi	81821033-8313	timeout	10.006	10.002	-1	24jxdi
s3826	5jkm4da	81821033-3826	ok	0.046	0.045	0	5jkm4da
s3674	4x7md2db	81821033-3674	ok	0.968	0.967	375	4x7md2db
s5018	7jmd2db	81821033-5018	ok	0.002	0.001	13	7jmd2db
s6568	11jmd4da	81821033-6568	ok	2.538	2.537	40	11jmd4da
s521	2x4md4de	81821033-521	ok	0.023	0.023	22	2x4md4de
s6375	10x2md4di	81821033-6375	ok	0.161	0.161	198	10x2md4di
s2580	3x7xm4du	81821033-2580	timeout	10.040	9.975	-1	3x7xm4du
s6518	10x3xmd4db	81821033-6518	timeout	10.004	9.998	-1	10x3xmd4db
s6261	10jm2di	81821033-6261	ok	0.204	0.203	24	10jm2di
s327	2x3md4di	81821033-327	ok	0.082	0.082	14	2x3md4di
s4229	5x5ade	81821033-4229	timeout	10.008	10.001	-1	5x5ade
s3919	5jxkm4	81821033-3919	ok	0.000	0.000	0	5jxkm4
s2109	3x3km8di	81821033-2109	ok	0.056	0.056	0	3x3km8di
s7516	16jmd2da	81821033-7516	timeout	10.001	9.997	-1	16jmd2da
s6268	10jmd2da	81821033-6268	ok	0.163	0.163	24	10jmd2da
s8264	24jdb	81821033-8264	timeout	10.068	9.999	-1	24jdb
s3544	4x5xmd4da	81821033-3544	ok	2.049	2.048	164	4x5xmd4da
s2462	3x6xr4db	81821033-2462	ok	0.028	0.028	140	3x6xr4db
s550	2x4km2da	81821033-550	ok	0.061	0.061	0	2x4km2da
s8171	23jde	81821033-8171	timeout	10.009	10.001	-1	23jde
s2795	3x10de	81821033-2795	timeout	10.007	10.001	-1	3x10de
s2139	3x3xmd2di	81821033-2139	ok	0.006	0.006	20	3x3xmd2di
s5976	9jxm2du	81821033-5976	ok	2.001	2.000	12	9jxm2du
s7894	20jm2da	81821033-7894	timeout	10.068	9.999	-1	20jm2da
s1716	2x15xm4du	81821033-1716	timeout	10.002	9.997	-1	2x15xm4du
s498	2x4r4du	81821033-498	ok	0.293	0.293	24	2x4r4du
s607	2x4xm4	81821033-607	ok	0.001	0.001	24	2x4xm4
s2912	4jm4db	81821033-2912	ok	0.006	0.006	4	4jm4db
s6101	9x2xade	81821033-6101	timeout	10.004	9.999	-1	9x2xade
s4782	6x3xmd2du	81821033-4782	timeout	10.004	9.998	-1	6x3xmd2du
s1890	3x2kr4du	81821033-1890	ok	0.024	0.024	0	3x2kr4du
s4854	6x4xadu	81821033-4854	timeout	10.040	9.982	-1	6x4xadu
s5185	7x2a	81821033-5185	ok	0.010	0.010	76	7x2a
s2712	3x9m2du	81821033-2712	timeout	10.004	10.000	-1	3x9m2du
s6458	10x3md2db	81821033-6458	timeout	10.016	9.991	-1	10x3md2db
s1230	2x10xmd2du	81821033-1230	timeout	10.004	10.000	-1	2x10xmd2du
s2892	4jdu	81821033-2892	timeout	10.046	10.007	-1	4jdu
s5408	7x4m4db	81821033-5408	ok	0.473	0.473	396	7x4m4db
s6899	12x2xm4de	81821033-6899	timeout	10.004	10.000	-1	12x2xm4de
s2157	3x3xm8di	81821033-2157	ok	0.003	0.002	24	3x3xm8di
s1369	2x12md2	81821033-1369	ok	0.115	0.115	299	2x12md2
s3207	4x2xmd4di	81821033-3207	ok	0.003	0.003	16	4x2xmd4di
s5230	7x2m8da	81821033-5230	ok	0.166	0.166	88	7x2m8da
s208	2x2xr4da	81821033-208	ok	0.000	0.000	8	2x2xr4da
s4441	6jmd2	81821033-4441	ok	0.000	0.000	10	6jmd2
s5784	8x3m2du	81821033-5784	timeout	10.076	10.026	-1	8x3m2du
s2509	3x7r4	81821033-2509	ok	0.025	0.025	220	3x7r4
s7625	17jmd4de	81821033-7625	timeout	10.004	9.999	-1	17jmd4de
s8280	24jm2du	81821033-8280	timeout	10.007	10.001	-1	24jm2du
s404	2x3xm2db	81821033-404	ok	0.001	0.000	8	2x3xm2db
s6074	9x2md2db	81821033-6074	ok	0.051	0.051	148	9x2md2db
s992	2x8m4db	81821033-992	ok	0.011	0.011	120	2x8m4db
s4019	5x2xm4de	81821033-4019	ok	0.011	0.011	32	5x2xm4de
s7166	14jxr4db	81821033-7166	timeout	10.004	10.000	-1	14jxr4db
s8398	25jm8da	81821033-8398	timeout	10.074	9.995	-1	25jm8da
s2670	3x8xmd2du	81821033-2670	timeout	10.004	9.998	-1	3x8xmd2du
s1254	2x11adu	81821033-1254	timeout	10.025	9.989	-1	2x11adu
s7923	20jxadi	81821033-7923	timeout	10.004	10.003	-1	20jxadi
s5625	8jxkdi	81821033-5625	ok	2.126	2.126	0	8jxkdi
s761	2x5xmd4de	81821033-761	ok	0.048	0.048	34	2x5xmd4de
s7534	16jm8da	81821033-7534	timeout	10.056	10.005	-1	16jm8da
s4806	6x4adu	81821033-4806	timeout	10.008	10.000	-1	6x4adu
s2383	3x5xm4	81821033-2383	ok	0.005	0.005	99	3x5xm4
s2920	4jmd4da	81821033-2920	timeout	10.004	9.997	-1	4jmd4da
s2475	3x6xmd2di	81821033-2475	ok	0.256	0.256	121	3x6xmd2di
s512	2x4m4db	81821033-512	ok	0.002	0.002	24	2x4m4db
s7947	20jxmd2di	81821033-7947	timeout	10.001	9.999	-1	20jxmd2di
s4371	5x6xadi	81821033-4371	timeout	10.036	9.969	-1	5x6xadi
s266	2x2xkmd2db	81821033-266	ok	0.000	0.000	0	2x2xkmd2db
s605	2x4xmd2de	81821033-605	ok	0.007	0.007	18	2x4xmd2de
s5424	7x4m8du	81821033-5424	timeout	10.011	10.006	-1	7x4m8du
s683	2x5de	81821033-683	ok	0.010	0.010	36	2x5de
s3100	4x2md2da	81821033-3100	ok	0.101	0.101	20	4x2md2da
s5734	8x2xm2da	81821033-5734	ok	1.147	1.147	98	8x2xm2da
s2871	3x10xmd4di	81821033-2871	timeout	10.001	9.994	-1	3x10xmd4di
s5970	9jxr4du	81821033-5970	ok	0.497	0.497	16	9jxr4du
s429	2x3xm8di	81821033-429	timeout	10.004	10.001	-1	2x3xm8di
s1297	2x11xa	81821033-1297	ok	0.142	0.142	212	2x11xa
s7151	14jm8de	81821033-7151	timeout	10.048	9.981	-1	14jm8de
s5451	7x4xmd2di	81821033-5451	ok	6.162	6.159	359	7x4xmd2di
s5403	7x4md2di	81821033-5403	ok	5.989	5.988	382	7x4md2di
s6810	12jxmd4du	81821033-6810	timeout	10.008	10.003	-1	12jxmd4du
s3444	4x4xm4du	81821033-3444	timeout	10.088	10.008	-1	4x4xm4du
s1751	3jm2de	81821033-1751	ok	0.000	0.000	2	3jm2de
s181	2x2kmd4	81821033-181	ok	0.000	0.000	0	2x2kmd4
s3138	4x2kr4du	81821033-3138	ok	0.213	0.213	0	4x2kr4du
s3419	4x4xde	81821033-3419	ok	1.936	1.927	90	4x4xde
s8476	26jmd2da	81821033-8476	timeout	10.003	10.000	-1	26jmd2da
s6346	10x2da	81821033-6346	ok	2.205	2.180	194	10x2da
s1948	3x2xmd2da	81821033-1948	ok	0.005	0.005	8	3x2xmd2da
s5947	9jkm8	81821033-5947	ok	0.010	0.010	0	9jkm8
s2033	3x3r4de	81821033-2033	ok	0.004	0.004	32	3x3r4de
s7097	13x2xmd4de	81821033-7097	timeout	10.004	10.002	-1	13x2xmd4de
s6513	10x3xm4di	81821033-6513	timeout	10.004	9.995	-1	10x3xm4di
s3496	4x5md4da	81821033-3496	ok	2.506	2.504	176	4x5md4da
s1295	2x11m8de	81821033-1295	ok	7.067	7.063	264	2x11m8de
s7124	14jm2db	81821033-7124	timeout	10.052	9.987	-1	14jm2db
s8023	21jx	81821033-8023	timeout	10.004	10.001	-1	21jx
s8464	26jr4da	81821033-8464	timeout	10.003	10.000	-1	26jr4da
s5152	7jxkr4da	81821033-5152	ok	1.640	1.639	0	7jxkr4da
s2624	3x8m4db	81821033-2624	ok	0.386	0.386	284	3x8m4db
s7230	14x2md2du	81821033-7230	timeout	10.004	9.998	-1	14x2md2du
s7008	13jxm8du	81821033-7008	timeout	10.076	9.985	-1	13jxm8du
s2546	3x7xadb	81821033-2546	ok	0.645	0.644	168	3x7xadb
s7576	16jxmd4da	81821033-7576	timeout	10.004	10.001	-1	16jxmd4da
s54	2jkadu	81821033-54	timeout	10.005	10.002	-1	2jkadu
s6297	10jxdi	81821033-6297	ok	0.606	0.604	20	10jxdi
s5523	8jkadi	81821033-5523	ok	0.004	0.003	0	8jkadi
s991	2x8m4	81821033-991	ok	0.005	0.005	136	2x8m4
s5217	7x2m4di	81821033-5217	ok	0.024	0.024	88	7x2m4di
s6672	11x2m8du	81821033-6672	timeout	10.052	10.000	-1	11x2m8du
s5072	7jkm4db	81821033-5072	ok	0.019	0.019	0	7jkm4db
s2727	3x9md4di	81821033-2727	timeout	10.014	10.005	-1	3x9md4di
s4601	6jxkmd4de	81821033-4601	timeout	10.012	10.001	-1	6jxkmd4de
s7958	20jxmd4db	81821033-7958	timeout	10.001	9.997	-1	20jxmd4db
s6668	11x2m8db	81821033-6668	ok	0.040	0.040	256	11x2m8db
s4093	5x3xr4	81821033-4093	ok	0.004	0.004	97	5x3xr4
s8592	27jm8du	81821033-8592	timeout	10.092	10.014	-1	27jm8du
s1752	3jm2du	81821033-1752	ok	0.000	0.000	4	3jm2du
s4694	6x2xmd4db	81821033-4694	ok	0.003	0.003	52	6x2xmd4db
s2413	3x6r4	81821033-2413	ok	0.010	0.010	152	3x6r4
s469	2x3xkmd4	81821033-469	ok	0.001	0.001	0	2x3xkmd4
s8681	28jmd4de	81821033-8681	timeout	10.004	9.997	-1	28jmd4de
s7862	19jxmd4db	81821033-7862	timeout	10.004	10.002	-1	19jxmd4db
s5059	7jkm2	81821033-5059	ok	0.001	0.001	0	7jkm2
s6587	11jxde	81821033-6587	timeout	10.004	10.002	-1	11jxde
s5200	7x2r4da	81821033-5200	ok	0.035	0.035	88	7x2r4da
s278	2x2xkmd4db	81821033-278	ok	0.000	0.000	0	2x2xkmd4db
s3040	4jxkr4da	81821033-3040	ok	1.087	1.087	0	4jxkr4da
s2674	3x8xm4da	81821033-2674	timeout	10.045	9.980	-1	3x8xm4da
s1476	2x13m4du	81821033-1476	timeout	10.008	10.002	-1	2x13m4du
s357	2x3km2di	81821033-357	ok	0.038	0.037	0	2x3km2di
s600	2x4xm2du	81821033-600	ok	0.049	0.049	14	2x4xm2du
s7184	14jxm4db	81821033-7184	timeout	10.004	10.001	-1	14jxm4db
s2107	3x3km8	81821033-2107	ok	0.001	0.001	0	3x3km8
s2466	3x6xr4du	81821033-2466	timeout	10.004	10.001	-1	3x6xr4du
s1569	2x14m4di	81821033-1569	ok	1.298	1.298	444	2x14m4di
s1936	3x2xr4da	81821033-1936	timeout	10.060	9.984	-1	3x2xr4da
s5570	8jxadb	81821033-5570	ok	0.025	0.023	12	8jxadb
s171	2x2kmd2di	81821033-171	ok	0.000	0.000	0	2x2kmd2di
s6199	9x3x	81821033-6199	timeout	10.005	10.000	-1	9x3x
s2247	3x4md4di	81821033-2247	ok	0.013	0.013	54	3x4md4di
s1191	2x10md4di	81821033-1191	ok	0.113	0.113	210	2x10md4di
s7557	16jxm2di	81821033-7557	timeout	10.004	10.000	-1	16jxm2di
s1868	3x2m8db	81821033-1868	ok	0.001	0.001	12	3x2m8db
s1272	2x11m2du	81821033-1272	timeout	10.004	10.000	-1	2x11m2du
s1857	3x2m4di	81821033-1857	timeout	10.066	9.994	-1	3x2m4di
s5042	7jkadb	81821033-5042	ok	0.002	0.001	0	7jkadb
s1498	2x13xda	81821033-1498	timeout	10.002	9.997	-1	2x13xda
s3375	4x4r4di	81821033-3375	ok	0.133	0.133	104	4x4r4di
s4442	6jmd2db	81821033-4442	ok	0.001	0.001	9	6jmd2db
s4281	5x5xdi	81821033-4281	ok	6.180	6.179	266	5x5xdi
s6331	10jxm8	81821033-6331	ok	1.214	1.209	40	10jxm8
s4857	6x4xdi	81821033-4857	ok	2.204	2.192	250	6x4xdi
s5026	7jm4da	81821033-5026	ok	0.236	0.232	14	7jm4da
s8849	30jr4de	81821033-8849	timeout	10.006	10.001	-1	30jr4de
s6413	10x2xmd2de	81821033-6413	ok	5.476	5.475	176	10x2xmd2de
s5924	9jkm2db	81821033-5924	ok	0.112	0.111	0	9jkm2db
s8197	23jmd4	81821033-8197	timeout	10.002	9.994	-1	23jmd4
s3009	4jxm4di	81821033-3009	ok	0.002	0.002	4	4jxm4di
s113	2x2r4de	81821033-113	ok	0.000	0.000	8	2x2r4de
s4604	6jxkm8db	81821033-4604	ok	0.165	0.164	0	6jxkm8db
s5894	9jmd4db	81821033-5894	ok	0.050	0.050	24	9jmd4db
s4479	6jkr4di	81821033-4479	ok	0.086	0.086	0	6jkr4di
s1499	2x13xde	81821033-1499	timeout	10.116	10.027	-1	2x13xde
s1129	2x9xmd2	81821033-1129	ok	0.023	0.023	149	2x9xmd2
s501	2x4m2di	81821033-501	ok	0.031	0.031	24	2x4m2di
s7732	18jxada	81821033-7732	timeout	10.012	10.001	-1	18jxada
s8881	30jxa	81821033-8881	timeout	10.003	10.000	-1	30jxa
s5017	7jmd2	81821033-5017	ok	0.001	0.001	13	7jmd2
s1614	2x14xmd2du	81821033-1614	timeout	10.008	10.001	-1	2x14xmd2du
s6282	10jmd4du	81821033-6282	ok	0.331	0.330	26	10jmd4du
s6318	10jxmd2du	81821033-6318	timeout	10.025	9.962	-1	10jxmd2du
s567	2x4kmd4di	81821033-567	ok	0.081	0.081	0	2x4kmd4di
s1109	2x9xade	81821033-1109	timeout	10.004	10.001	-1	2x9xade
s7142	14jmd4db	81821033-7142	timeout	10.039	10.004	-1	14jmd4db
s6950	13jmd4db	81821033-6950	ok	3.527	3.526	64	13jmd4db
s5383	7x4	81821033-5383	ok	8.978	8.974	394	7x4
s8248	23jxmd4da	81821033-8248	timeout	10.042	9.995	-1	23jxmd4da
s3586	4x6m4da	81821033-3586	timeout	10.020	10.000	-1	4x6m4da
s4951	6x5x	81821033-4951	timeout	10.004	10.002	-1	6x5x
s5738	8x2xmd2db	81821033-5738	ok	0.092	0.092	96	8x2xmd2db
s4693	6x2xmd4	81821033-4693	ok	0.001	0.001	58	6x2xmd4
s570	2x4kmd4du	81821033-570	ok	0.144	0.144	0	2x4kmd4du
s1177	2x10md2	81821033-1177	ok	0.427	0.427	198	2x10md2
s4269	5x5m8di	81821033-4269	ok	0.864	0.863	313	5x5m8di
s9013	31jxmd4	81821033-9013	timeout	10.002	9.996	-1	31jxmd4
s645	2x4xkm2di	81821033-645	ok	0.004	0.004	0	2x4xkm2di
s6800	12jxm4db	81821033-6800	timeout	10.048	10.003	-1	12jxm4db
s981	2x8m2di	81821033-981	ok	0.056	0.056	112	2x8m2di
s3694	4x7m8da	81821033-3694	timeout	10.044	10.000	-1	4x7m8da
s6303	10jxr4di	81821033-6303	ok	0.085	0.085	24	10jxr4di
s8139	22jxmd2di	81821033-8139	timeout	10.002	10.000	-1	22jxmd2di
s4231	5x5	81821033-4231	ok	0.162	0.162	307	5x5
s6791	12jxm2de	81821033-6791	timeout	10.012	10.004	-1	12jxm2de
s4046	5x3r4db	81821033-4046	ok	0.006	0.006	100	5x3r4db
s2355	3x5xadi	81821033-2355	ok	0.183	0.183	68	3x5xadi
s6619	11jxm8	81821033-6619	timeout	10.027	9.989	-1	11jxm8
s8840	30jdb	81821033-8840	timeout	10.022	10.001	-1	30jdb
s1159	2x10	81821033-1159	ok	0.032	0.032	208	2x10
s442	2x3xkda	81821033-442	ok	0.322	0.322	0	2x3xkda
s3480	4x5m2du	81821033-3480	timeout	10.001	9.999	-1	4x5m2du
s6968	13jxdb	81821033-6968	timeout	10.006	10.002	-1	13jxdb
s6655	11x2m4	81821033-6655	ok	0.243	0.243	268	11x2m4
s2441	3x6md4de	81821033-2441	ok	1.651	1.650	144	3x6md4de
s6856	12x2md4da	81821033-6856	ok	4.851	4.850	294	12x2md4da
s1740	3jdu	81821033-1740	ok	0.000	0.000	2	3jdu
s2504	3x7db	81821033-2504	ok	0.174	0.173	200	3x7db
s5817	8x3xdi	81821033-5817	ok	1.983	1.982	256	8x3xdi
s6858	12x2md4du	81821033-6858	timeout	10.048	9.980	-1	12x2md4du
s1562	2x14md2db	81821033-1562	ok	3.072	3.070	409	2x14md2db
s5934	9jkmd2du	81821033-5934	ok	5.719	5.716	0	9jkmd2du
s5157	7jxkm2di	81821033-5157	ok	0.194	0.194	0	7jxkm2di
s7753	18jxmd2	81821033-7753	timeout	10.001	9.998	-1	18jxmd2
s2120	3x3xdb	81821033-2120	ok	0.001	0.001	24	3x3xdb
s3581	4x6md2de	81821033-3581	timeout	10.056	9.990	-1	4x6md2de
s3164	4x2km8db	81821033-3164	ok	0.001	0.001	0	4x2km8db
s1053	2x8xm8di	81821033-1053	ok	0.017	0.017	104	2x8xm8di
s9005	31jxmd2de	81821033-9005	timeout	10.000	9.998	-1	31jxmd2de
s5125	7jxmd4	81821033-5125	ok	0.002	0.001	10	7jxmd4
s1840	3x2r4da	81821033-1840	ok	0.102	0.102	12	3x2r4da
s5031	7jmd4di	81821033-5031	ok	0.004	0.004	10	7jmd4di
s3991	5x2x	81821033-3991	ok	0.001	0.001	34	5x2x
s9008	31jxm4db	81821033-9008	timeout	10.003	9.998	-1	31jxm4db
s7170	14jxr4du	81821033-7170	timeout	10.006	9.999	-1	14jxr4du
s5595	8jxmd2di	81821033-5595	ok	0.004	0.004	10	8jxmd2di
s5600	8jxm4db	81821033-5600	ok	0.088	0.088	16	8jxm4db
s8981	31jxade	81821033-8981	timeout	10.069	9.990	-1	31jxade
s5392	7x4r4da	81821033-5392	timeout	10.002	9.999	-1	7x4r4da
s1011	2x8xadi	81821033-1011	ok	0.195	0.194	88	2x8xadi
s3232	4x2xkr4da	81821033-3232	ok	0.013	0.013	0	4x2xkr4da
s379	2x3km8	81821033-379	ok	0.000	0.000	0	2x3km8
s1365	2x12m2di	81821033-1365	ok	1.103	1.103	286	2x12m2di
s3252	4x2xkm4du	81821033-3252	ok	0.006	0.006	0	4x2xkm4du
s7433	15x2md4de	81821033-7433	timeout	10.008	10.002	-1	15x2md4de
s8669	28jmd2de	81821033-8669	timeout	10.003	9.999	-1	28jmd2de
s5919	9jkr4di	81821033-5919	ok	0.003	0.003	0	9jkr4di
s1768	3jmd4da	81821033-1768	ok	0.000	0.000	2	3jmd4da
s686	2x5r4db	81821033-686	ok	0.001	0.001	44	2x5r4db
s1663	2x15m4	81821033-1663	timeout	10.070	9.996	-1	2x15m4
s400	2x3xr4da	81821033-400	timeout	10.003	10.000	-1	2x3xr4da
s8525	26jxmd2de	81821033-8525	timeout	10.008	10.001	-1	26jxmd2de
s7293	14x2xm8di	81821033-7293	ok	7.905	7.901	428	14x2xm8di
s5209	7x2md2	81821033-5209	ok	0.005	0.005	89	7x2md2
s2573	3x7xmd2de	81821033-2573	timeout	10.003	10.002	-1	3x7xmd2de
s8431	25jxm4	81821033-8431	timeout	10.084	9.999	-1	25jxm4
s4045	5x3r4	81821033-4045	ok	0.004	0.004	104	5x3r4
s3920	5jxkm4db	81821033-3920	ok	0.139	0.139	0	5jxkm4db
s2242	3x4m4da	81821033-2242	ok	0.093	0.093	64	3x4m4da
s2938	4jkda	81821033-2938	ok	0.883	0.883	0	4jkda
s8084	22jm2db	81821033-8084	timeout	10.004	9.998	-1	22jm2db
s3115	4x2m8	81821033-3115	ok	0.000	0.000	36	4x2m8
s3634	4x6xm4da	81821033-3634	timeout	10.001	9.999	-1	4x6xm4da
s3241	4x2xkmd2	81821033-3241	ok	0.001	0.000	0	4x2xkmd2
s7237	14x2md4	81821033-7237	ok	0.133	0.133	446	14x2md4
s849	2x6xm4di	81821033-849	ok	0.025	0.025	52	2x6xm4di
s1923	3x2xadi	81821033-1923	ok	0.004	0.004	6	3x2xadi
s3197	4x2xmd2de	81821033-3197	ok	0.010	0.010	16	4x2xmd2de
s4181	5x4xade	81821033-4181	timeout	10.078	10.001	-1	5x4xade
s8310	24jxadu	81821033-8310	timeout	10.004	10.003	-1	24jxadu
s5948	9jkm8db	81821033-5948	ok	0.014	0.014	0	9jkm8db
s611	2x4xm4de	81821033-611	ok	0.004	0.003	20	2x4xm4de
s3731	4x7xm4de	81821033-3731	timeout	10.007	10.001	-1	4x7xm4de
s872	2x7db	81821033-872	ok	0.010	0.010	82	2x7db
s7404	15x2du	81821033-7404	timeout	10.002	9.997	-1	15x2du
s6873	12x2xdi	81821033-6873	ok	1.031	1.031	278	12x2xdi
s6127	9x2xm4	81821033-6127	ok	0.011	0.011	152	9x2xm4
s3283	4x3m2	81821033-3283	ok	0.003	0.003	60	4x3m2
s1555	2x14m2	81821033-1555	ok	0.253	0.253	422	2x14m2
s4899	6x5adi	81821033-4899	timeout	10.052	9.987	-1	6x5adi
s6281	10jmd4de	81821033-6281	ok	0.026	0.025	28	10jmd4de
s960	2x7xm8du	81821033-960	timeout	10.001	9.998	-1	2x7xm8du
s4081	5x3xa	81821033-4081	ok	0.013	0.013	85	5x3xa
s4656	6x2m8du	81821033-4656	ok	0.242	0.242	60	6x2m8du
s3175	4x2x	81821033-3175	ok	0.000	0.000	20	4x2x
s4219	5x4xm8	81821033-4219	ok	0.963	0.963	208	5x4xm8
s6490	10x3xda	81821033-6490	timeout	10.006	10.001	-1	10x3xda
s2134	3x3xm2da	81821033-2134	ok	0.009	0.009	19	3x3xm2da
s4452	6jm4du	81821033-4452	ok	0.031	0.031	8	6jm4du
s2055	3x3md4di	81821033-2055	ok	0.025	0.025	28	3x3md4di
s1251	2x11adi	81821033-1251	ok	1.259	1.258	214	2x11adi
s2419	3x6m2	81821033-2419	ok	0.022	0.022	144	3x6m2
s4421	6jade	81821033-4421	ok	0.015	0.015	8	6jade
s311	2x3m2de	81821033-311	ok	0.020	0.020	12	2x3m2de
s2708	3x9m2db	81821033-2708	ok	2.533	2.533	360	3x9m2db
s2626	3x8m4da	81821033-2626	ok	6.452	6.450	284	3x8m4da
s3659	4x7de	81821033-3659	timeout	10.070	9.978	-1	4x7de
s8274	24jr4du	81821033-8274	timeout	10.005	10.000	-1	24jr4du
s8015	21jm8de	81821033-8015	timeout	10.003	10.000	-1	21jm8de
s790	2x6m2da	81821033-790	ok	0.085	0.085	56	2x6m2da
s576	2x4km8du	81821033-576	ok	0.059	0.059	0	2x4km8du
s5243	7x2xde	81821033-5243	ok	0.525	0.525	68	7x2xde
s3157	4x2kmd4	81821033-3157	ok	0.002	0.002	0	4x2kmd4
s7556	16jxm2db	81821033-7556	timeout	10.001	9.998	-1	16jxm2db
s5475	8jadi	81821033-5475	ok	0.007	0.007	12	8jadi
s8111	22jm8de	81821033-8111	timeout	10.072	10.008	-1	22jm8de
