# run	81821033
# key	spec	kept	seed	order	x	killer	symm	diff
s7109	14jade	0	81821033-7109	14	0	0	0	4
s7110	14jadu	0	81821033-7110	14	0	0	0	5
s7111	14j	0	81821033-7111	14	0	0	1	0
s7112	14jdb	0	81821033-7112	14	0	0	1	1
s7113	14jdi	0	81821033-7113	14	0	0	1	2
s7114	14jda	0	81821033-7114	14	0	0	1	3
s7115	14jde	0	81821033-7115	14	0	0	1	4
s7116	14jdu	0	81821033-7116	14	0	0	1	5
s7117	14jr4	0	81821033-7117	14	0	0	2	0
s7118	14jr4db	0	81821033-7118	14	0	0	2	1
s7119	14jr4di	0	81821033-7119	14	0	0	2	2
s7120	14jr4da	0	81821033-7120	14	0	0	2	3
s7121	14jr4de	0	81821033-7121	14	0	0	2	4
s7122	14jr4du	0	81821033-7122	14	0	0	2	5
s7123	14jm2	0	81821033-7123	14	0	0	3	0
s7124	14jm2db	0	81821033-7124	14	0	0	3	1
s7125	14jm2di	0	81821033-7125	14	0	0	3	2
s7126	14jm2da	0	81821033-7126	14	0	0	3	3
s7127	14jm2de	0	81821033-7127	14	0	0	3	4
s7128	14jm2du	0	81821033-7128	14	0	0	3	5
s7129	14jmd2	0	81821033-7129	14	0	0	4	0
s7130	14jmd2db	0	81821033-7130	14	0	0	4	1
s7131	14jmd2di	0	81821033-7131	14	0	0	4	2
s7132	14jmd2da	0	81821033-7132	14	0	0	4	3
s7133	14jmd2de	0	81821033-7133	14	0	0	4	4
s7134	14jmd2du	0	81821033-7134	14	0	0	4	5
s7135	14jm4	0	81821033-7135	14	0	0	5	0
s7136	14jm4db	0	81821033-7136	14	0	0	5	1
s7137	14jm4di	0	81821033-7137	14	0	0	5	2
s7138	14jm4da	0	81821033-7138	14	0	0	5	3
s7139	14jm4de	0	81821033-7139	14	0	0	5	4
s7140	14jm4du	0	81821033-7140	14	0	0	5	5
s7141	14jmd4	0	81821033-7141	14	0	0	6	0
s7142	14jmd4db	0	81821033-7142	14	0	0	6	1
s7143	14jmd4di	0	81821033-7143	14	0	0	6	2
s7144	14jmd4da	0	81821033-7144	14	0	0	6	3
s7145	14jmd4de	0	81821033-7145	14	0	0	6	4
s7146	14jmd4du	0	81821033-7146	14	0	0	6	5
s7147	14jm8	0	81821033-7147	14	0	0	7	0
s7148	14jm8db	0	81821033-7148	14	0	0	7	1
s7149	14jm8di	0	81821033-7149	14	0	0	7	2
s7150	14jm8da	0	81821033-7150	14	0	0	7	3
s7151	14jm8de	0	81821033-7151	14	0	0	7	4
s7152	14jm8du	0	81821033-7152	14	0	0	7	5
s7153	14jxa	0	81821033-7153	14	1	0	0	0
s7154	14jxadb	0	81821033-7154	14	1	0	0	1
s7155	14jxadi	0	81821033-7155	14	1	0	0	2
s7156	14jxada	0	81821033-7156	14	1	0	0	3
s7157	14jxade	0	81821033-7157	14	1	0	0	4
s7158	14jxadu	0	81821033-7158	14	1	0	0	5
s7159	14jx	0	81821033-7159	14	1	0	1	0
s7160	14jxdb	0	81821033-7160	14	1	0	1	1
s7161	14jxdi	0	81821033-7161	14	1	0	1	2
s7162	14jxda	0	81821033-7162	14	1	0	1	3
s7163	14jxde	0	81821033-7163	14	1	0	1	4
s7164	14jxdu	0	81821033-7164	14	1	0	1	5
s7165	14jxr4	0	81821033-7165	14	1	0	2	0
s7166	14jxr4db	0	81821033-7166	14	1	0	2	1
s7167	14jxr4di	0	81821033-7167	14	1	0	2	2
s7168	14jxr4da	0	81821033-7168	14	1	0	2	3
s7169	14jxr4de	0	81821033-7169	14	1	0	2	4
s7170	14jxr4du	0	81821033-7170	14	1	0	2	5
s7171	14jxm2	0	81821033-7171	14	1	0	3	0
s7172	14jxm2db	0	81821033-7172	14	1	0	3	1
s7173	14jxm2di	0	81821033-7173	14	1	0	3	2
s7174	14jxm2da	0	81821033-7174	14	1	0	3	3
s7175	14jxm2de	0	81821033-7175	14	1	0	3	4
s7176	14jxm2du	0	81821033-7176	14	1	0	3	5
s7177	14jxmd2	0	81821033-7177	14	1	0	4	0
s7178	14jxmd2db	0	81821033-7178	14	1	0	4	1
s7179	14jxmd2di	0	81821033-7179	14	1	0	4	2
s7180	14jxmd2da	0	81821033-7180	14	1	0	4	3
s7181	14jxmd2de	0	81821033-7181	14	1	0	4	4
s7182	14jxmd2du	0	81821033-7182	14	1	0	4	5
s7183	14jxm4	0	81821033-7183	14	1	0	5	0
s7184	14jxm4db	0	81821033-7184	14	1	0	5	1
s7185	14jxm4di	0	81821033-7185	14	1	0	5	2
s7186	14jxm4da	0	81821033-7186	14	1	0	5	3
s7187	14jxm4de	0	81821033-7187	14	1	0	5	4
s7188	14jxm4du	0	81821033-7188	14	1	0	5	5
s7189	14jxmd4	0	81821033-7189	14	1	0	6	0
s7190	14jxmd4db	0	81821033-7190	14	1	0	6	1
s7191	14jxmd4di	0	81821033-7191	14	1	0	6	2
s7192	14jxmd4da	0	81821033-7192	14	1	0	6	3
s7193	14jxmd4de	0	81821033-7193	14	1	0	6	4
s7194	14jxmd4du	0	81821033-7194	14	1	0	6	5
s7195	14jxm8	0	81821033-7195	14	1	0	7	0
s7196	14jxm8db	0	81821033-7196	14	1	0	7	1
s7197	14jxm8di	0	81821033-7197	14	1	0	7	2
s7198	14jxm8da	0	81821033-7198	14	1	0	7	3
s7199	14jxm8de	0	81821033-7199	14	1	0	7	4
s7200	14jxm8du	0	81821033-7200	14	1	0	7	5
s7201	14x2a	1	81821033-7201	28	0	0	0	0
s7202	14x2adb	1	81821033-7202	28	0	0	0	1
s7203	14x2adi	0	81821033-7203	28	0	0	0	2
s7204	14x2ada	0	81821033-7204	28	0	0	0	3
s7205	14x2ade	0	81821033-7205	28	0	0	0	4
s7206	14x2adu	0	81821033-7206	28	0	0	0	5
s7207	14x2	1	81821033-7207	28	0	0	1	0
s7208	14x2db	1	81821033-7208	28	0	0	1	1
s7209	14x2di	0	81821033-7209	28	0	0	1	2
s7210	14x2da	0	81821033-7210	28	0	0	1	3
s7211	14x2de	0	81821033-7211	28	0	0	1	4
s7212	14x2du	0	81821033-7212	28	0	0	1	5
s7213	14x2r4	1	81821033-7213	28	0	0	2	0
s7214	14x2r4db	1	81821033-7214	28	0	0	2	1
s7215	14x2r4di	0	81821033-7215	28	0	0	2	2
s7216	14x2r4da	0	81821033-7216	28	0	0	2	3
s7217	14x2r4de	0	81821033-7217	28	0	0	2	4
s7218	14x2r4du	0	81821033-7218	28	0	0	2	5
s7219	14x2m2	1	81821033-7219	28	0	0	3	0
s7220	14x2m2db	1	81821033-7220	28	0	0	3	1
s7221	14x2m2di	0	81821033-7221	28	0	0	3	2
s7222	14x2m2da	0	81821033-7222	28	0	0	3	3
s7223	14x2m2de	0	81821033-7223	28	0	0	3	4
s7224	14x2m2du	0	81821033-7224	28	0	0	3	5
s7225	14x2md2	1	81821033-7225	28	0	0	4	0
s7226	14x2md2db	1	81821033-7226	28	0	0	4	1
s7227	14x2md2di	0	81821033-7227	28	0	0	4	2
s7228	14x2md2da	0	81821033-7228	28	0	0	4	3
s7229	14x2md2de	0	81821033-7229	28	0	0	4	4
s7230	14x2md2du	0	81821033-7230	28	0	0	4	5
s7231	14x2m4	1	81821033-7231	28	0	0	5	0
s7232	14x2m4db	1	81821033-7232	28	0	0	5	1
s7233	14x2m4di	0	81821033-7233	28	0	0	5	2
s7234	14x2m4da	0	81821033-7234	28	0	0	5	3
s7235	14x2m4de	0	81821033-7235	28	0	0	5	4
s7236	14x2m4du	0	81821033-7236	28	0	0	5	5
s7237	14x2md4	1	81821033-7237	28	0	0	6	0
s7238	14x2md4db	1	81821033-7238	28	0	0	6	1
s7239	14x2md4di	0	81821033-7239	28	0	0	6	2
s7240	14x2md4da	0	81821033-7240	28	0	0	6	3
s7241	14x2md4de	0	81821033-7241	28	0	0	6	4
s7242	14x2md4du	0	81821033-7242	28	0	0	6	5
s7243	14x2m8	1	81821033-7243	28	0	0	7	0
s7244	14x2m8db	1	81821033-7244	28	0	0	7	1
s7245	14x2m8di	0	81821033-7245	28	0	0	7	2
s7246	14x2m8da	0	81821033-7246	28	0	0	7	3
s7247	14x2m8de	0	81821033-7247	28	0	0	7	4
s7248	14x2m8du	0	81821033-7248	28	0	0	7	5
s7249	14x2xa	1	81821033-7249	28	1	0	0	0
s7250	14x2xadb	1	81821033-7250	28	1	0	0	1
s7251	14x2xadi	0	81821033-7251	28	1	0	0	2
s7252	14x2xada	0	81821033-7252	28	1	0	0	3
s7253	14x2xade	0	81821033-7253	28	1	0	0	4
s7254	14x2xadu	0	81821033-7254	28	1	0	0	5
s7255	14x2x	1	81821033-7255	28	1	0	1	0
s7256	14x2xdb	1	81821033-7256	28	1	0	1	1
s7257	14x2xdi	0	81821033-7257	28	1	0	1	2
s7258	14x2xda	0	81821033-7258	28	1	0	1	3
s7259	14x2xde	0	81821033-7259	28	1	0	1	4
s7260	14x2xdu	0	81821033-7260	28	1	0	1	5
s7261	14x2xr4	1	81821033-7261	28	1	0	2	0
s7262	14x2xr4db	1	81821033-7262	28	1	0	2	1
s7263	14x2xr4di	0	81821033-7263	28	1	0	2	2
s7264	14x2xr4da	0	81821033-7264	28	1	0	2	3
s7265	14x2xr4de	0	81821033-7265	28	1	0	2	4
s7266	14x2xr4du	0	81821033-7266	28	1	0	2	5
s7267	14x2xm2	1	81821033-7267	28	1	0	3	0
s7268	14x2xm2db	1	81821033-7268	28	1	0	3	1
s7269	14x2xm2di	0	81821033-7269	28	1	0	3	2
s7270	14x2xm2da	0	81821033-7270	28	1	0	3	3
s7271	14x2xm2de	0	81821033-7271	28	1	0	3	4
s7272	14x2xm2du	0	81821033-7272	28	1	0	3	5
s7273	14x2xmd2	1	81821033-7273	28	1	0	4	0
s7274	14x2xmd2db	1	81821033-7274	28	1	0	4	1
s7275	14x2xmd2di	0	81821033-7275	28	1	0	4	2
s7276	14x2xmd2da	0	81821033-7276	28	1	0	4	3
s7277	14x2xmd2de	0	81821033-7277	28	1	0	4	4
s7278	14x2xmd2du	0	81821033-7278	28	1	0	4	5
s7279	14x2xm4	1	81821033-7279	28	1	0	5	0
s7280	14x2xm4db	1	81821033-7280	28	1	0	5	1
s7281	14x2xm4di	0	81821033-7281	28	1	0	5	2
s7282	14x2xm4da	0	81821033-7282	28	1	0	5	3
s7283	14x2xm4de	0	81821033-7283	28	1	0	5	4
s7284	14x2xm4du	0	81821033-7284	28	1	0	5	5
s7285	14x2xmd4	1	81821033-7285	28	1	0	6	0
s7286	14x2xmd4db	1	81821033-7286	28	1	0	6	1
s7287	14x2xmd4di	0	81821033-7287	28	1	0	6	2
s7288	14x2xmd4da	0	81821033-7288	28	1	0	6	3
s7289	14x2xmd4de	0	81821033-7289	28	1	0	6	4
s7290	14x2xmd4du	0	81821033-7290	28	1	0	6	5
s7291	14x2xm8	1	81821033-7291	28	1	0	7	0
s7292	14x2xm8db	1	81821033-7292	28	1	0	7	1
s7293	14x2xm8di	0	81821033-7293	28	1	0	7	2
s7294	14x2xm8da	0	81821033-7294	28	1	0	7	3
s7295	14x2xm8de	0	81821033-7295	28	1	0	7	4
s7296	14x2xm8du	0	81821033-7296	28	1	0	7	5
s7297	15ja	0	81821033-7297	15	0	0	0	0
s7298	15jadb	0	81821033-7298	15	0	0	0	1
s7299	15jadi	0	81821033-7299	15	0	0	0	2
s7300	15jada	0	81821033-7300	15	0	0	0	3
s7301	15jade	0	81821033-7301	15	0	0	0	4
s7302	15jadu	0	81821033-7302	15	0	0	0	5
s7303	15j	0	81821033-7303	15	0	0	1	0
s7304	15jdb	0	81821033-7304	15	0	0	1	1
s7305	15jdi	0	81821033-7305	15	0	0	1	2
s7306	15jda	0	81821033-7306	15	0	0	1	3
s7307	15jde	0	81821033-7307	15	0	0	1	4
s7308	15jdu	0	81821033-7308	15	0	0	1	5
s7309	15jr4	0	81821033-7309	15	0	0	2	0
s7310	15jr4db	0	81821033-7310	15	0	0	2	1
s7311	15jr4di	0	81821033-7311	15	0	0	2	2
s7312	15jr4da	0	81821033-7312	15	0	0	2	3
s7313	15jr4de	0	81821033-7313	15	0	0	2	4
s7314	15jr4du	0	81821033-7314	15	0	0	2	5
s7315	15jm2	0	81821033-7315	15	0	0	3	0
s7316	15jm2db	0	81821033-7316	15	0	0	3	1
s7317	15jm2di	0	81821033-7317	15	0	0	3	2
s7318	15jm2da	0	81821033-7318	15	0	0	3	3
s7319	15jm2de	0	81821033-7319	15	0	0	3	4
s7320	15jm2du	0	81821033-7320	15	0	0	3	5
s7321	15jmd2	0	81821033-7321	15	0	0	4	0
s7322	15jmd2db	0	81821033-7322	15	0	0	4	1
s7323	15jmd2di	0	81821033-7323	15	0	0	4	2
s7324	15jmd2da	0	81821033-7324	15	0	0	4	3
s7325	15jmd2de	0	81821033-7325	15	0	0	4	4
s7326	15jmd2du	0	81821033-7326	15	0	0	4	5
s7327	15jm4	0	81821033-7327	15	0	0	5	0
s7328	15jm4db	0	81821033-7328	15	0	0	5	1
s7329	15jm4di	0	81821033-7329	15	0	0	5	2
s7330	15jm4da	0	81821033-7330	15	0	0	5	3
s7331	15jm4de	0	81821033-7331	15	0	0	5	4
s7332	15jm4du	0	81821033-7332	15	0	0	5	5
s7333	15jmd4	0	81821033-7333	15	0	0	6	0
s7334	15jmd4db	0	81821033-7334	15	0	0	6	1
s7335	15jmd4di	0	81821033-7335	15	0	0	6	2
s7336	15jmd4da	0	81821033-7336	15	0	0	6	3
s7337	15jmd4de	0	81821033-7337	15	0	0	6	4
s7338	15jmd4du	0	81821033-7338	15	0	0	6	5
s7339	15jm8	0	81821033-7339	15	0	0	7	0
s7340	15jm8db	0	81821033-7340	15	0	0	7	1
s7341	15jm8di	0	81821033-7341	15	0	0	7	2
s7342	15jm8da	0	81821033-7342	15	0	0	7	3
s7343	15jm8de	0	81821033-7343	15	0	0	7	4
s7344	15jm8du	0	81821033-7344	15	0	0	7	5
s7345	15jxa	0	81821033-7345	15	1	0	0	0
s7346	15jxadb	0	81821033-7346	15	1	0	0	1
s7347	15jxadi	0	81821033-7347	15	1	0	0	2
s7348	15jxada	0	81821033-7348	15	1	0	0	3
s7349	15jxade	0	81821033-7349	15	1	0	0	4
s7350	15jxadu	0	81821033-7350	15	1	0	0	5
s7351	15jx	0	81821033-7351	15	1	0	1	0
s7352	15jxdb	0	81821033-7352	15	1	0	1	1
s7353	15jxdi	0	81821033-7353	15	1	0	1	2
s7354	15jxda	0	81821033-7354	15	1	0	1	3
s7355	15jxde	0	81821033-7355	15	1	0	1	4
s7356	15jxdu	0	81821033-7356	15	1	0	1	5
s7357	15jxr4	0	81821033-7357	15	1	0	2	0
s7358	15jxr4db	0	81821033-7358	15	1	0	2	1
s7359	15jxr4di	0	81821033-7359	15	1	0	2	2
s7360	15jxr4da	0	81821033-7360	15	1	0	2	3
s7361	15jxr4de	0	81821033-7361	15	1	0	2	4
s7362	15jxr4du	0	81821033-7362	15	1	0	2	5
s7363	15jxm2	0	81821033-7363	15	1	0	3	0
s7364	15jxm2db	0	81821033-7364	15	1	0	3	1
s7365	15jxm2di	0	81821033-7365	15	1	0	3	2
s7366	15jxm2da	0	81821033-7366	15	1	0	3	3
s7367	15jxm2de	0	81821033-7367	15	1	0	3	4
s7368	15jxm2du	0	81821033-7368	15	1	0	3	5
s7369	15jxmd2	0	81821033-7369	15	1	0	4	0
s7370	15jxmd2db	0	81821033-7370	15	1	0	4	1
s7371	15jxmd2di	0	81821033-7371	15	1	0	4	2
s7372	15jxmd2da	0	81821033-7372	15	1	0	4	3
s7373	15jxmd2de	0	81821033-7373	15	1	0	4	4
s7374	15jxmd2du	0	81821033-7374	15	1	0	4	5
s7375	15jxm4	0	81821033-7375	15	1	0	5	0
s7376	15jxm4db	0	81821033-7376	15	1	0	5	1
s7377	15jxm4di	0	81821033-7377	15	1	0	5	2
s7378	15jxm4da	0	81821033-7378	15	1	0	5	3
s7379	15jxm4de	0	81821033-7379	15	1	0	5	4
s7380	15jxm4du	0	81821033-7380	15	1	0	5	5
s7381	15jxmd4	0	81821033-7381	15	1	0	6	0
s7382	15jxmd4db	0	81821033-7382	15	1	0	6	1
s7383	15jxmd4di	0	81821033-7383	15	1	0	6	2
s7384	15jxmd4da	0	81821033-7384	15	1	0	6	3
s7385	15jxmd4de	0	81821033-7385	15	1	0	6	4
s7386	15jxmd4du	0	81821033-7386	15	1	0	6	5
s7387	15jxm8	0	81821033-7387	15	1	0	7	0
s7388	15jxm8db	0	81821033-7388	15	1	0	7	1
s7389	15jxm8di	0	81821033-7389	15	1	0	7	2
s7390	15jxm8da	0	81821033-7390	15	1	0	7	3
s7391	15jxm8de	0	81821033-7391	15	1	0	7	4
s7392	15jxm8du	0	81821033-7392	15	1	0	7	5
s7393	15x2a	1	81821033-7393	30	0	0	0	0
s7394	15x2adb	1	81821033-7394	30	0	0	0	1
s7395	15x2adi	0	81821033-7395	30	0	0	0	2
s7396	15x2ada	0	81821033-7396	30	0	0	0	3
s7397	15x2ade	0	81821033-7397	30	0	0	0	4
s7398	15x2adu	0	81821033-7398	30	0	0	0	5
s7399	15x2	1	81821033-7399	30	0	0	1	0
s7400	15x2db	1	81821033-7400	30	0	0	1	1
s7401	15x2di	0	81821033-7401	30	0	0	1	2
s7402	15x2da	0	81821033-7402	30	0	0	1	3
s7403	15x2de	0	81821033-7403	30	0	0	1	4
s7404	15x2du	0	81821033-7404	30	0	0	1	5
s7405	15x2r4	1	81821033-7405	30	0	0	2	0
s7406	15x2r4db	1	81821033-7406	30	0	0	2	1
s7407	15x2r4di	0	81821033-7407	30	0	0	2	2
s7408	15x2r4da	0	81821033-7408	30	0	0	2	3
s7409	15x2r4de	0	81821033-7409	30	0	0	2	4
s7410	15x2r4du	0	81821033-7410	30	0	0	2	5
s7411	15x2m2	1	81821033-7411	30	0	0	3	0
s7412	15x2m2db	1	81821033-7412	30	0	0	3	1
s7413	15x2m2di	0	81821033-7413	30	0	0	3	2
s7414	15x2m2da	0	81821033-7414	30	0	0	3	3
s7415	15x2m2de	0	81821033-7415	30	0	0	3	4
s7416	15x2m2du	0	81821033-7416	30	0	0	3	5
s7417	15x2md2	1	81821033-7417	30	0	0	4	0
s7418	15x2md2db	1	81821033-7418	30	0	0	4	1
s7419	15x2md2di	0	81821033-7419	30	0	0	4	2
s7420	15x2md2da	0	81821033-7420	30	0	0	4	3
s7421	15x2md2de	0	81821033-7421	30	0	0	4	4
s7422	15x2md2du	0	81821033-7422	30	0	0	4	5
s7423	15x2m4	1	81821033-7423	30	0	0	5	0
s7424	15x2m4db	1	81821033-7424	30	0	0	5	1
s7425	15x2m4di	0	81821033-7425	30	0	0	5	2
s7426	15x2m4da	0	81821033-7426	30	0	0	5	3
s7427	15x2m4de	0	81821033-7427	30	0	0	5	4
s7428	15x2m4du	0	81821033-7428	30	0	0	5	5
s7429	15x2md4	1	81821033-7429	30	0	0	6	0
s7430	15x2md4db	1	81821033-7430	30	0	0	6	1
s7431	15x2md4di	0	81821033-7431	30	0	0	6	2
s7432	15x2md4da	0	81821033-7432	30	0	0	6	3
s7433	15x2md4de	0	81821033-7433	30	0	0	6	4
s7434	15x2md4du	0	81821033-7434	30	0	0	6	5
s7435	15x2m8	1	81821033-7435	30	0	0	7	0
s7436	15x2m8db	1	81821033-7436	30	0	0	7	1
s7437	15x2m8di	0	81821033-7437	30	0	0	7	2
s7438	15x2m8da	0	81821033-7438	30	0	0	7	3
s7439	15x2m8de	0	81821033-7439	30	0	0	7	4
s7440	15x2m8du	0	81821033-7440	30	0	0	7	5
s7441	15x2xa	1	81821033-7441	30	1	0	0	0
s7442	15x2xadb	1	81821033-7442	30	1	0	0	1
s7443	15x2xadi	0	81821033-7443	30	1	0	0	2
s7444	15x2xada	0	81821033-7444	30	1	0	0	3
s7445	15x2xade	0	81821033-7445	30	1	0	0	4
s7446	15x2xadu	0	81821033-7446	30	1	0	0	5
s7447	15x2x	1	81821033-7447	30	1	0	1	0
s7448	15x2xdb	1	81821033-7448	30	1	0	1	1
s7449	15x2xdi	0	81821033-7449	30	1	0	1	2
s7450	15x2xda	0	81821033-7450	30	1	0	1	3
s7451	15x2xde	0	81821033-7451	30	1	0	1	4
s7452	15x2xdu	0	81821033-7452	30	1	0	1	5
s7453	15x2xr4	1	81821033-7453	30	1	0	2	0
s7454	15x2xr4db	1	81821033-7454	30	1	0	2	1
s7455	15x2xr4di	0	81821033-7455	30	1	0	2	2
s7456	15x2xr4da	0	81821033-7456	30	1	0	2	3
s7457	15x2xr4de	0	81821033-7457	30	1	0	2	4
s7458	15x2xr4du	0	81821033-7458	30	1	0	2	5
s7459	15x2xm2	1	81821033-7459	30	1	0	3	0
s7460	15x2xm2db	1	81821033-7460	30	1	0	3	1
s7461	15x2xm2di	0	81821033-7461	30	1	0	3	2
s7462	15x2xm2da	0	81821033-7462	30	1	0	3	3
s7463	15x2xm2de	0	81821033-7463	30	1	0	3	4
s7464	15x2xm2du	0	81821033-7464	30	1	0	3	5
s7465	15x2xmd2	1	81821033-7465	30	1	0	4	0
s7466	15x2xmd2db	1	81821033-7466	30	1	0	4	1
s7467	15x2xmd2di	0	81821033-7467	30	1	0	4	2
s7468	15x2xmd2da	0	81821033-7468	30	1	0	4	3
s7469	15x2xmd2de	0	81821033-7469	30	1	0	4	4
s7470	15x2xmd2du	0	81821033-7470	30	1	0	4	5
s7471	15x2xm4	1	81821033-7471	30	1	0	5	0
s7472	15x2xm4db	1	81821033-7472	30	1	0	5	1
s7473	15x2xm4di	0	81821033-7473	30	1	0	5	2
s7474	15x2xm4da	0	81821033-7474	30	1	0	5	3
s7475	15x2xm4de	0	81821033-7475	30	1	0	5	4
s7476	15x2xm4du	0	81821033-7476	30	1	0	5	5
s7477	15x2xmd4	1	81821033-7477	30	1	0	6	0
s7478	15x2xmd4db	1	81821033-7478	30	1	0	6	1
s7479	15x2xmd4di	0	81821033-7479	30	1	0	6	2
s7480	15x2xmd4da	0	81821033-7480	30	1	0	6	3
s7481	15x2xmd4de	0	81821033-7481	30	1	0	6	4
s7482	15x2xmd4du	0	81821033-7482	30	1	0	6	5
s7483	15x2xm8	1	81821033-7483	30	1	0	7	0
s7484	15x2xm8db	1	81821033-7484	30	1	0	7	1
s7485	15x2xm8di	0	81821033-7485	30	1	0	7	2
s7486	15x2xm8da	0	81821033-7486	30	1	0	7	3
s7487	15x2xm8de	0	81821033-7487	30	1	0	7	4
s7488	15x2xm8du	0	81821033-7488	30	1	0	7	5
s7489	16ja	0	81821033-7489	16	0	0	0	0
s7490	16jadb	0	81821033-7490	16	0	0	0	1
s7491	16jadi	0	81821033-7491	16	0	0	0	2
s7492	16jada	0	81821033-7492	16	0	0	0	3
s7493	16jade	0	81821033-7493	16	0	0	0	4
s7494	16jadu	0	81821033-7494	16	0	0	0	5
s7495	16j	0	81821033-7495	16	0	0	1	0
s7496	16jdb	0	81821033-7496	16	0	0	1	1
s7497	16jdi	0	81821033-7497	16	0	0	1	2
s7498	16jda	0	81821033-7498	16	0	0	1	3
s7499	16jde	0	81821033-7499	16	0	0	1	4
s7500	16jdu	0	81821033-7500	16	0	0	1	5
s7501	16jr4	0	81821033-7501	16	0	0	2	0
s7502	16jr4db	0	81821033-7502	16	0	0	2	1
s7503	16jr4di	0	81821033-7503	16	0	0	2	2
s7504	16jr4da	0	81821033-7504	16	0	0	2	3
s7505	16jr4de	0	81821033-7505	16	0	0	2	4
s7506	16jr4du	0	81821033-7506	16	0	0	2	5
s7507	16jm2	0	81821033-7507	16	0	0	3	0
s7508	16jm2db	0	81821033-7508	16	0	0	3	1
s7509	16jm2di	0	81821033-7509	16	0	0	3	2
s7510	16jm2da	0	81821033-7510	16	0	0	3	3
s7511	16jm2de	0	81821033-7511	16	0	0	3	4
s7512	16jm2du	0	81821033-7512	16	0	0	3	5
s7513	16jmd2	0	81821033-7513	16	0	0	4	0
s7514	16jmd2db	0	81821033-7514	16	0	0	4	1
s7515	16jmd2di	0	81821033-7515	16	0	0	4	2
s7516	16jmd2da	0	81821033-7516	16	0	0	4	3
s7517	16jmd2de	0	81821033-7517	16	0	0	4	4
s7518	16jmd2du	0	81821033-7518	16	0	0	4	5
s7519	16jm4	0	81821033-7519	16	0	0	5	0
s7520	16jm4db	0	81821033-7520	16	0	0	5	1
s7521	16jm4di	0	81821033-7521	16	0	0	5	2
s7522	16jm4da	0	81821033-7522	16	0	0	5	3
s7523	16jm4de	0	81821033-7523	16	0	0	5	4
s7524	16jm4du	0	81821033-7524	16	0	0	5	5
s7525	16jmd4	0	81821033-7525	16	0	0	6	0
s7526	16jmd4db	0	81821033-7526	16	0	0	6	1
s7527	16jmd4di	0	81821033-7527	16	0	0	6	2
s7528	16jmd4da	0	81821033-7528	16	0	0	6	3
s7529	16jmd4de	0	81821033-7529	16	0	0	6	4
s7530	16jmd4du	0	81821033-7530	16	0	0	6	5
s7531	16jm8	0	81821033-7531	16	0	0	7	0
s7532	16jm8db	0	81821033-7532	16	0	0	7	1
s7533	16jm8di	0	81821033-7533	16	0	0	7	2
s7534	16jm8da	0	81821033-7534	16	0	0	7	3
s7535	16jm8de	0	81821033-7535	16	0	0	7	4
s7536	16jm8du	0	81821033-7536	16	0	0	7	5
s7537	16jxa	0	81821033-7537	16	1	0	0	0
s7538	16jxadb	0	81821033-7538	16	1	0	0	1
s7539	16jxadi	0	81821033-7539	16	1	0	0	2
s7540	16jxada	0	81821033-7540	16	1	0	0	3
s7541	16jxade	0	81821033-7541	16	1	0	0	4
s7542	16jxadu	0	81821033-7542	16	1	0	0	5
s7543	16jx	0	81821033-7543	16	1	0	1	0
s7544	16jxdb	0	81821033-7544	16	1	0	1	1
s7545	16jxdi	0	81821033-7545	16	1	0	1	2
s7546	16jxda	0	81821033-7546	16	1	0	1	3
s7547	16jxde	0	81821033-7547	16	1	0	1	4
s7548	16jxdu	0	81821033-7548	16	1	0	1	5
s7549	16jxr4	0	81821033-7549	16	1	0	2	0
s7550	16jxr4db	0	81821033-7550	16	1	0	2	1
s7551	16jxr4di	0	81821033-7551	16	1	0	2	2
s7552	16jxr4da	0	81821033-7552	16	1	0	2	3
s7553	16jxr4de	0	81821033-7553	16	1	0	2	4
s7554	16jxr4du	0	81821033-7554	16	1	0	2	5
s7555	16jxm2	0	81821033-7555	16	1	0	3	0
s7556	16jxm2db	0	81821033-7556	16	1	0	3	1
s7557	16jxm2di	0	81821033-7557	16	1	0	3	2
s7558	16jxm2da	0	81821033-7558	16	1	0	3	3
s7559	16jxm2de	0	81821033-7559	16	1	0	3	4
s7560	16jxm2du	0	81821033-7560	16	1	0	3	5
s7561	16jxmd2	0	81821033-7561	16	1	0	4	0
s7562	16jxmd2db	0	81821033-7562	16	1	0	4	1
s7563	16jxmd2di	0	81821033-7563	16	1	0	4	2
s7564	16jxmd2da	0	81821033-7564	16	1	0	4	3
s7565	16jxmd2de	0	81821033-7565	16	1	0	4	4
s7566	16jxmd2du	0	81821033-7566	16	1	0	4	5
s7567	16jxm4	0	81821033-7567	16	1	0	5	0
s7568	16jxm4db	0	81821033-7568	16	1	0	5	1
s7569	16jxm4di	0	81821033-7569	16	1	0	5	2
s7570	16jxm4da	0	81821033-7570	16	1	0	5	3
s7571	16jxm4de	0	81821033-7571	16	1	0	5	4
s7572	16jxm4du	0	81821033-7572	16	1	0	5	5
s7573	16jxmd4	0	81821033-7573	16	1	0	6	0
s7574	16jxmd4db	0	81821033-7574	16	1	0	6	1
s7575	16jxmd4di	0	81821033-7575	16	1	0	6	2
s7576	16jxmd4da	0	81821033-7576	16	1	0	6	3
s7577	16jxmd4de	0	81821033-7577	16	1	0	6	4
s7578	16jxmd4du	0	81821033-7578	16	1	0	6	5
s7579	16jxm8	0	81821033-7579	16	1	0	7	0
s7580	16jxm8db	0	81821033-7580	16	1	0	7	1
